iter	MultiClass
902	0.08489565744
903	0.0848537396
904	0.08483778234
905	0.08480944741
906	0.08477743344
907	0.0846921201
908	0.08467715501
909	0.08463031064
910	0.08451952623
911	0.08447861249
912	0.08442508305
913	0.08439754488
914	0.08432704119
915	0.08431430835
916	0.08426638467
917	0.08419542756
918	0.084168239
919	0.08414845463
920	0.08413120104
921	0.08409761616
922	0.08403293448
923	0.08396638277
924	0.08388268236
925	0.08383471345
926	0.08376984396
927	0.08374310094
928	0.08365707099
929	0.08358110218
930	0.0835493897
931	0.08348135014
932	0.08342291423
933	0.08338739066
934	0.08335366178
935	0.08325933059
936	0.08323782336
937	0.0831869741
938	0.08316718092
939	0.08307397478
940	0.08304887764
941	0.08301378985
942	0.08298130102
943	0.0828839099
944	0.08279742438
945	0.08276809027
946	0.08272506776
947	0.08269832766
948	0.08264160835
949	0.08256331885
950	0.08248306565
951	0.08246851479
952	0.08243369721
953	0.08234115683
954	0.08229981819
955	0.0822686402
956	0.08222132763
957	0.08219880249
958	0.08216276517
959	0.08215143031
960	0.08213254529
961	0.08208066769
962	0.08206843949
963	0.08203577682
964	0.08200418519
965	0.08193017083
966	0.08188368568
967	0.08186457945
968	0.08184361293
969	0.08180491415
970	0.08178349263
971	0.08176099101
972	0.08171612606
973	0.08169460227
974	0.08166740608
975	0.08162422364
976	0.08155961958
977	0.08153344835
978	0.08151491226
979	0.08146490608
980	0.08143266474
981	0.08138989762
982	0.08135937662
983	0.08134687044
984	0.08129856628
985	0.08122942156
986	0.08118662481
987	0.08113588272
988	0.08112601153
989	0.08110467772
990	0.081056871
991	0.0809960116
992	0.08092265077
993	0.08089616987
994	0.08086375659
995	0.08083859036
996	0.08082513757
997	0.08079050038
998	0.08077194098
999	0.08074977452
